guess,clue,literal_score,pragmatic_score,wordpair
blimp-nectarine,papaya,0.006228092379345691,0.005263157909080076,carrots-nectarine
inflation-vowel,papaya,0.00490987748367225,0.005263157898139897,carrots-nectarine
inflation-business,papaya,0.004915436522754737,0.005263157797156146,carrots-nectarine
inflation-secrets,papaya,0.004922579162587887,0.0052631578187474085,carrots-nectarine
inflation-songs,papaya,0.00490955832285344,0.005263157937489433,carrots-nectarine
inflation-salient,papaya,0.004877820594629758,0.005263157815346388,carrots-nectarine
inflation-carpentry,papaya,0.004870757552203339,0.005263157774453393,carrots-nectarine
inflation-clapping,papaya,0.004900567268631263,0.005263157826327207,carrots-nectarine
inflation-freeze,papaya,0.004916834872613426,0.005263157819750648,carrots-nectarine
inflation-ant,papaya,0.004941731311625283,0.005263157878113708,carrots-nectarine
inflation-secretary,papaya,0.004920484283107847,0.0052631578082500425,carrots-nectarine
inflation-sour,papaya,0.005823203134558675,0.00526315785843631,carrots-nectarine
inflation-carrots,papaya,0.005904104286768443,0.005263158065748593,carrots-nectarine
inflation-nectarine,papaya,0.006251674606339493,0.005263157858102704,carrots-nectarine
vowel-business,papaya,0.004923279660787374,0.005263157911442599,carrots-nectarine
vowel-secrets,papaya,0.004930478325267989,0.005263157919246128,carrots-nectarine
vowel-songs,papaya,0.004917355403020805,0.005263158056609453,carrots-nectarine
vowel-salient,papaya,0.0048853697631579835,0.005263157912182768,carrots-nectarine
vowel-carpentry,papaya,0.004878251725652903,0.005263157865564657,carrots-nectarine
vowel-clapping,papaya,0.004908293986125721,0.005263157924298861,carrots-nectarine
vowel-freeze,papaya,0.0049246889737376105,0.005263157918697778,carrots-nectarine
vowel-ant,papaya,0.0049497810189155994,0.005263157988310499,carrots-nectarine
vowel-secretary,papaya,0.004928367007452167,0.005263157907489677,carrots-nectarine
vowel-sour,papaya,0.005838659432380805,0.005263157964278834,carrots-nectarine
vowel-carrots,papaya,0.00592028447676406,0.005263158209534092,carrots-nectarine
vowel-nectarine,papaya,0.006271042980056098,0.005263157961941273,carrots-nectarine
business-secrets,papaya,0.004936152533503065,0.005263157828392155,carrots-nectarine
business-songs,papaya,0.0049229562028923176,0.005263157953337072,carrots-nectarine
business-salient,papaya,0.004890792294874237,0.005263157824510907,carrots-nectarine
business-carpentry,papaya,0.004883634712918506,0.005263157781338823,carrots-nectarine
business-clapping,papaya,0.004913844188619491,0.005263157836220652,carrots-nectarine
business-freeze,papaya,0.004930330777632631,0.00526315782972033,carrots-nectarine
business-ant,papaya,0.004955563488088893,0.005263157890889924,carrots-nectarine
business-secretary,papaya,0.0049340293946318736,0.0052631578150411275,carrots-nectarine
business-sour,papaya,0.005849772148593957,0.005263157870553463,carrots-nectarine
business-carrots,papaya,0.0059319185135446335,0.00526315808885721,carrots-nectarine
business-nectarine,papaya,0.006284973679559689,0.005263157869841388,carrots-nectarine
secrets-songs,papaya,0.004930152555454115,0.005263157959980419,carrots-nectarine
secrets-salient,papaya,0.004897759363675002,0.005263157834276189,carrots-nectarine
secrets-carpentry,papaya,0.004890550922387653,0.005263157792702843,carrots-nectarine
secrets-clapping,papaya,0.004920975462918761,0.005263157845521501,carrots-nectarine
secrets-freeze,papaya,0.004937579870229124,0.005263157839099714,carrots-nectarine
secrets-ant,papaya,0.004962993511551078,0.005263157899426789,carrots-nectarine
secrets-secretary,papaya,0.004941304962025273,0.005263157828337471,carrots-nectarine
secrets-sour,papaya,0.005864063095108528,0.0052631578789452274,carrots-nectarine
secrets-carrots,papaya,0.005946880931899671,0.005263158092630604,carrots-nectarine
secrets-nectarine,papaya,0.006302895045718403,0.005263157878306566,carrots-nectarine
songs-salient,papaya,0.004885058435968397,0.005263157951466565,carrots-nectarine
songs-carpentry,papaya,0.004877942667794505,0.005263157900055792,carrots-nectarine
songs-clapping,papaya,0.004907975332399963,0.005263157963548379,carrots-nectarine
songs-freeze,papaya,0.004924365063439787,0.005263157959161348,carrots-nectarine
songs-ant,papaya,0.004949449036631705,0.005263158036384314,carrots-nectarine
songs-secretary,papaya,0.00492804191598603,0.005263157947260325,carrots-nectarine
songs-sour,papaya,0.005838021678315468,0.0052631580095249516,carrots-nectarine
songs-carrots,papaya,0.005919616826118477,0.0052631582824571675,carrots-nectarine
songs-nectarine,papaya,0.006270243637357276,0.00526315800639354,carrots-nectarine
salient-carpentry,papaya,0.004847207037985302,0.0052631577902182885,carrots-nectarine
salient-clapping,papaya,0.004876287898778423,0.005263157841230478,carrots-nectarine
salient-freeze,papaya,0.0048921562879783425,0.005263157834812815,carrots-nectarine
salient-ant,papaya,0.004916439759937102,0.005263157892758618,carrots-nectarine
salient-secretary,papaya,0.004895715998384387,0.005263157824561293,carrots-nectarine
salient-sour,papaya,0.0057747436281625104,0.005263157873074069,carrots-nectarine
salient-carrots,papaya,0.005853384239746999,0.005263158078392176,carrots-nectarine
salient-nectarine,papaya,0.006191005444065514,0.0052631578726710666,carrots-nectarine
carpentry-clapping,papaya,0.004869236013646674,0.005263157800187074,carrots-nectarine
carpentry-freeze,papaya,0.004884988753453671,0.005263157793232572,carrots-nectarine
carpentry-ant,papaya,0.0049090946691141705,0.005263157845694995,carrots-nectarine
carpentry-secretary,papaya,0.004888522479543303,0.005263157783187676,carrots-nectarine
carpentry-sour,papaya,0.0057606994780963,0.005263157828530689,carrots-nectarine
carpentry-carrots,papaya,0.005838687533502113,0.0052631580158913555,carrots-nectarine
carpentry-nectarine,papaya,0.006173438638253829,0.005263157828794168,carrots-nectarine
clapping-freeze,papaya,0.004915240314424306,0.005263157845671862,carrots-nectarine
clapping-ant,papaya,0.004940097071970817,0.0052631579050969116,carrots-nectarine
clapping-secretary,papaya,0.0049188839182187465,0.005263157835589687,carrots-nectarine
clapping-sour,papaya,0.005820067151305428,0.005263157884881869,carrots-nectarine
clapping-carrots,papaya,0.005900821600374996,0.005263158094339008,carrots-nectarine
clapping-nectarine,papaya,0.006247745934667898,0.005263157884147533,carrots-nectarine
freeze-ant,papaya,0.004957018073456965,0.005263157898795032,carrots-nectarine
freeze-secretary,papaya,0.004935453756096993,0.005263157829090443,carrots-nectarine
freeze-sour,papaya,0.005852568846193272,0.005263157877989168,carrots-nectarine
freeze-carrots,papaya,0.0059348465230271066,0.005263158089172129,carrots-nectarine
freeze-nectarine,papaya,0.006288480265253098,0.005263157877588283,carrots-nectarine
ant-secretary,papaya,0.004960814309198539,0.005263157887737775,carrots-nectarine
ant-sour,papaya,0.005902452239292975,0.005263157943830629,carrots-nectarine
ant-carrots,papaya,0.00598707967172875,0.005263158186689405,carrots-nectarine
ant-nectarine,papaya,0.006351072497726253,0.005263157941843581,carrots-nectarine
secretary-sour,papaya,0.0058598702109251884,0.005263157868232081,carrots-nectarine
secretary-carrots,papaya,0.0059424909188471155,0.005263158076941314,carrots-nectarine
secretary-nectarine,papaya,0.006297636259917195,0.005263157867608765,carrots-nectarine
sour-carrots,papaya,0.007959479041518884,0.005263158148604035,carrots-nectarine
sour-nectarine,papaya,0.008762530420803282,0.005263157915393393,carrots-nectarine
carrots-nectarine,papaya,0.009002844410909082,0.005263158142023074,carrots-nectarine
treason-zone,pod,0.005256805775645164,0.005263157869266568,carrots-nectarine
treason-dwelling,pod,0.005095985006091251,0.0052631578205497775,carrots-nectarine
treason-scam,pod,0.00508887916650028,0.005263157801908716,carrots-nectarine
treason-spectacle,pod,0.005061228015861637,0.005263157808610318,carrots-nectarine
treason-blimp,pod,0.005160133151967007,0.005263157847314062,carrots-nectarine
treason-inflation,pod,0.0050788204271721826,0.005263157798338707,carrots-nectarine
treason-vowel,pod,0.005250549324774805,0.00526315789686187,carrots-nectarine
treason-business,pod,0.005129879733269136,0.0052631578072857114,carrots-nectarine
treason-secrets,pod,0.005107014529787047,0.005263157816684674,carrots-nectarine
treason-songs,pod,0.005371961650631135,0.005263157935563643,carrots-nectarine
treason-salient,pod,0.005068001892586516,0.005263157814773659,carrots-nectarine
treason-carpentry,pod,0.004984498695928257,0.005263157774199169,carrots-nectarine
treason-clapping,pod,0.005087296950319156,0.005263157825632677,carrots-nectarine
treason-freeze,pod,0.00509551198345054,0.005263157818773277,carrots-nectarine
treason-ant,pod,0.005242036831639957,0.005263157876705502,carrots-nectarine
treason-secretary,pod,0.005084502334993326,0.005263157808457327,carrots-nectarine
treason-sour,pod,0.00518639363530189,0.005263157857223301,carrots-nectarine
treason-carrots,pod,0.005672228676646465,0.0052631580631285375,carrots-nectarine
treason-nectarine,pod,0.005165834343533492,0.0052631578570948795,carrots-nectarine
zone-dwelling,pod,0.005287289405889388,0.00526315789344085,carrots-nectarine
zone-scam,pod,0.0052788708784113555,0.005263157877488885,carrots-nectarine
zone-spectacle,pod,0.005246127529584209,0.005263157879930935,carrots-nectarine
zone-blimp,pod,0.005363363079276472,0.005263157926344833,carrots-nectarine
zone-inflation,pod,0.00526695680483789,0.005263157870888671,carrots-nectarine
zone-vowel,pod,0.005470816046561498,0.005263157983553632,carrots-nectarine
zone-business,pod,0.005327468534417165,0.00526315788318171,carrots-nectarine
zone-secrets,pod,0.005300359754897883,0.005263157892788327,carrots-nectarine
zone-songs,pod,0.005615518745402041,0.00526315803217104,carrots-nectarine
zone-salient,pod,0.0052541465307717975,0.005263157886793205,carrots-nectarine
zone-carpentry,pod,0.005155401188474353,0.0052631578394616374,carrots-nectarine
zone-clapping,pod,0.005276996600710453,0.00526315789925019,carrots-nectarine
zone-freeze,pod,0.0052867289482278305,0.005263157892753647,carrots-nectarine
zone-ant,pod,0.005460688297403232,0.00526315796242341,carrots-nectarine
zone-secretary,pod,0.005273686329127376,0.005263157881172659,carrots-nectarine
zone-sour,pod,0.005394544396152793,0.005263157938766649,carrots-nectarine
zone-carrots,pod,0.0059753646410999894,0.005263158185100528,carrots-nectarine
zone-nectarine,pod,0.005370130680776575,0.005263157936850439,carrots-nectarine
dwelling-scam,pod,0.005115084046396874,0.005263157826651183,carrots-nectarine
dwelling-spectacle,pod,0.005086739088763988,0.005263157830539958,carrots-nectarine
dwelling-blimp,pod,0.005188139979628396,0.005263157870438285,carrots-nectarine
dwelling-inflation,pod,0.005104772563416026,0.005263157820731377,carrots-nectarine
dwelling-vowel,pod,0.005280871556344978,0.0052631579206203725,carrots-nectarine
dwelling-business,pod,0.0051571190118885335,0.005263157830323128,carrots-nectarine
dwelling-secrets,pod,0.005133676116919773,0.005263157840669014,carrots-nectarine
dwelling-songs,pod,0.005405442933809812,0.005263157961061243,carrots-nectarine
dwelling-salient,pod,0.0050936826474832575,0.005263157836722025,carrots-nectarine
dwelling-carpentry,pod,0.00500810070718801,0.005263157794094284,carrots-nectarine
dwelling-clapping,pod,0.005113462047334048,0.00526315784766279,carrots-nectarine
dwelling-freeze,pod,0.005121883746534684,0.005263157840922429,carrots-nectarine
dwelling-ant,pod,0.00527213970941145,0.0052631579004967025,carrots-nectarine
dwelling-secretary,pod,0.005110597189360156,0.005263157830618483,carrots-nectarine
dwelling-sour,pod,0.005215069643095442,0.0052631578806715505,carrots-nectarine
dwelling-carrots,pod,0.0057137607568828915,0.005263158091753768,carrots-nectarine
dwelling-nectarine,pod,0.005193986220000302,0.0052631578799385275,carrots-nectarine
scam-spectacle,pod,0.00507969573255513,0.0052631578144873205,carrots-nectarine
scam-blimp,pod,0.005180406492836164,0.005263157854205898,carrots-nectarine
scam-inflation,pod,0.005097607254989291,0.00526315779704484,carrots-nectarine
scam-vowel,pod,0.005272497673388043,0.005263157904133722,carrots-nectarine
scam-business,pod,0.0051495977856991235,0.005263157808748244,carrots-nectarine
scam-secrets,pod,0.005126314637849105,0.005263157823636102,carrots-nectarine
scam-songs,pod,0.005396195115839606,0.005263157944000282,carrots-nectarine
scam-salient,pod,0.005086592375482143,0.005263157820718239,carrots-nectarine
scam-carpentry,pod,0.005001585140661348,0.0052631577794789094,carrots-nectarine
scam-clapping,pod,0.005106237854347573,0.005263157831755062,carrots-nectarine
scam-freeze,pod,0.005114602408401921,0.005263157825218419,carrots-nectarine
scam-ant,pod,0.00526382650097388,0.005263157884313225,carrots-nectarine
scam-secretary,pod,0.005103392418892076,0.0052631578139300935,carrots-nectarine
scam-sour,pod,0.005207151087197512,0.005263157864287047,carrots-nectarine
scam-carrots,pod,0.005702284749135344,0.005263158073951089,carrots-nectarine
scam-nectarine,pod,0.005186212619295694,0.0052631578639259664,carrots-nectarine
spectacle-blimp,pod,0.005150320065853108,0.005263157856837589,carrots-nectarine
spectacle-inflation,pod,0.0050697253245111495,0.005263157809314933,carrots-nectarine
spectacle-vowel,pod,0.00523992744558766,0.00526315790568468,carrots-nectarine
spectacle-business,pod,0.005120334827406429,0.00526315781837888,carrots-nectarine
spectacle-secrets,pod,0.005097671491099101,0.005263157828143981,carrots-nectarine
spectacle-songs,pod,0.005360236762340733,0.005263157944025107,carrots-nectarine
spectacle-salient,pod,0.005059001639174151,0.005263157824380112,carrots-nectarine
spectacle-carpentry,pod,0.004976225124301586,0.005263157784275861,carrots-nectarine
spectacle-clapping,pod,0.005078127419823998,0.005263157834893009,carrots-nectarine
spectacle-freeze,pod,0.005086270227662707,0.005263157828566764,carrots-nectarine
spectacle-ant,pod,0.00523149156189594,0.005263157886186492,carrots-nectarine
spectacle-secretary,pod,0.005075357353357518,0.005263157818245525,carrots-nectarine
spectacle-sour,pod,0.005176346766727154,0.005263157866772987,carrots-nectarine
spectacle-carrots,pod,0.005657695101092991,0.005263158070389665,carrots-nectarine
spectacle-nectarine,pod,0.005155970581478172,0.005263157866324961,carrots-nectarine
blimp-inflation,pod,0.005169460556452712,0.005263157848083195,carrots-nectarine
blimp-vowel,pod,0.005356539334494017,0.0052631579521303555,carrots-nectarine
blimp-business,pod,0.0052250388030411245,0.0052631578597748105,carrots-nectarine
blimp-secrets,pod,0.005200145197666839,0.005263157868776959,carrots-nectarine
blimp-songs,pod,0.005489060048952577,0.005263157995639333,carrots-nectarine
blimp-salient,pod,0.005157689480357908,0.005263157863352454,carrots-nectarine
blimp-carpentry,pod,0.00506689269790647,0.005263157819637094,carrots-nectarine
blimp-clapping,pod,0.005178684623541849,0.00526315787475414,carrots-nectarine
blimp-freeze,pod,0.005187625152525735,0.005263157868119932,carrots-nectarine
blimp-ant,pod,0.005347255886032218,0.005263157931865158,carrots-nectarine
blimp-secretary,pod,0.005175643433950217,0.005263157857940991,carrots-nectarine
blimp-sour,pod,0.005286598934572324,0.00526315791026739,carrots-nectarine
blimp-carrots,pod,0.005817679433898728,0.0052631581353299066,carrots-nectarine
blimp-nectarine,pod,0.00526419847921365,0.005263157909080076,carrots-nectarine
inflation-vowel,pod,0.005260646688121991,0.005263157898139897,carrots-nectarine
inflation-business,pod,0.005138951866953239,0.005263157797156146,carrots-nectarine
inflation-secrets,pod,0.005115894524624617,0.0052631578187474085,carrots-nectarine
inflation-songs,pod,0.005383109292827534,0.005263157937489433,carrots-nectarine
inflation-salient,pod,0.005076555643529645,0.005263157815346388,carrots-nectarine
inflation-carpentry,pod,0.004992360925260611,0.005263157774453393,carrots-nectarine
inflation-clapping,pod,0.005096011806263628,0.005263157826327207,carrots-nectarine
inflation-freeze,pod,0.005104295579983062,0.005263157819750648,carrots-nectarine
inflation-ant,pod,0.005252061257690321,0.005263157878113708,carrots-nectarine
inflation-secretary,pod,0.005093193826785733,0.0052631578082500425,carrots-nectarine
inflation-sour,pod,0.005195943582057947,0.00526315785843631,carrots-nectarine
inflation-carrots,pod,0.0056860518515339875,0.005263158065748593,carrots-nectarine
inflation-nectarine,pod,0.005175209986419261,0.005263157858102704,carrots-nectarine
vowel-business,pod,0.005320836858756585,0.005263157911442599,carrots-nectarine
vowel-secrets,pod,0.005293872483408307,0.005263157919246128,carrots-nectarine
vowel-songs,pod,0.005607318500974099,0.005263158056609453,carrots-nectarine
vowel-salient,pod,0.005247904125435824,0.005263157912182768,carrots-nectarine
vowel-carpentry,pod,0.005149676426005661,0.005263157865564657,carrots-nectarine
vowel-clapping,pod,0.00527063332777558,0.005263157924298861,carrots-nectarine
vowel-freeze,pod,0.005280314072560078,0.005263157918697778,carrots-nectarine
vowel-ant,pod,0.005453338864873883,0.005263157988310499,carrots-nectarine
vowel-secretary,pod,0.00526734059120696,0.005263157907489677,carrots-nectarine
vowel-sour,pod,0.00538755300749755,0.005263157964278834,carrots-nectarine
vowel-carrots,pod,0.005965120592999303,0.005263158209534092,carrots-nectarine
vowel-nectarine,pod,0.005363270613149115,0.005263157961941273,carrots-nectarine
business-secrets,pod,0.0051687942434549125,0.005263157828392155,carrots-nectarine
business-songs,pod,0.005449595116117676,0.005263157953337072,carrots-nectarine
business-salient,pod,0.0051275028810796154,0.005263157824510907,carrots-nectarine
business-carpentry,pod,0.005039171479002277,0.005263157781338823,carrots-nectarine
business-clapping,pod,0.0051479231434429845,0.005263157836220652,carrots-nectarine
business-freeze,pod,0.005156618322750385,0.00526315782972033,carrots-nectarine
business-ant,pod,0.005311814419898072,0.005263157890889924,carrots-nectarine
business-secretary,pod,0.005144965337505546,0.0052631578150411275,carrots-nectarine
business-sour,pod,0.005252854514256415,0.005263157870553463,carrots-nectarine
business-carrots,pod,0.005768598119987702,0.00526315808885721,carrots-nectarine
business-nectarine,pod,0.005231077085432964,0.005263157869841388,carrots-nectarine
secrets-songs,pod,0.0054198029889272956,0.005263157959980419,carrots-nectarine
secrets-salient,pod,0.005104687973432748,0.005263157834276189,carrots-nectarine
secrets-carpentry,pod,0.005018212816671485,0.005263157792702843,carrots-nectarine
secrets-clapping,pod,0.0051246755396138766,0.005263157845521501,carrots-nectarine
secrets-freeze,pod,0.005133186067771661,0.005263157839099714,carrots-nectarine
secrets-ant,pod,0.005285046289465296,0.005263157899426789,carrots-nectarine
secrets-secretary,pod,0.005121780490784825,0.005263157828337471,carrots-nectarine
secrets-sour,pod,0.005227362592684372,0.0052631578789452274,carrots-nectarine
secrets-carrots,pod,0.0057315875318242285,0.005263158092630604,carrots-nectarine
secrets-nectarine,pod,0.005206053802740895,0.005263157878306566,carrots-nectarine
songs-salient,pod,0.0053690415902055725,0.005263157951466565,carrots-nectarine
songs-carpentry,pod,0.005260689881415761,0.005263157900055792,carrots-nectarine
songs-clapping,pod,0.005394136356788692,0.005263157963548379,carrots-nectarine
songs-freeze,pod,0.005404827232573828,0.005263157959161348,carrots-nectarine
songs-ant,pod,0.00559616485678789,0.005263158036384314,carrots-nectarine
songs-secretary,pod,0.0053905003950808555,0.005263157947260325,carrots-nectarine
songs-sour,pod,0.005523358926925184,0.0052631580095249516,carrots-nectarine
songs-carrots,pod,0.006164872462569998,0.0052631582824571675,carrots-nectarine
songs-nectarine,pod,0.005496503026520734,0.00526315800639354,carrots-nectarine
salient-carpentry,pod,0.004982438584270128,0.0052631577902182885,carrots-nectarine
salient-clapping,pod,0.005085013623300693,0.005263157841230478,carrots-nectarine
salient-freeze,pod,0.0050932106616833435,0.005263157834812815,carrots-nectarine
salient-ant,pod,0.005239410721779018,0.005263157892758618,carrots-nectarine
salient-secretary,pod,0.005082225124232629,0.005263157824561293,carrots-nectarine
salient-sour,pod,0.0051838917134227,0.005263157873074069,carrots-nectarine
salient-carrots,pod,0.005668608601087024,0.005263158078392176,carrots-nectarine
salient-nectarine,pod,0.005163378045389746,0.0052631578726710666,carrots-nectarine
carpentry-clapping,pod,0.005000134274193836,0.005263157800187074,carrots-nectarine
carpentry-freeze,pod,0.00500766699686398,0.005263157793232572,carrots-nectarine
carpentry-ant,pod,0.005141886610883057,0.005263157845694995,carrots-nectarine
carpentry-secretary,pod,0.004997571583568239,0.005263157783187676,carrots-nectarine
carpentry-sour,pod,0.005090946356691686,0.005263157828530689,carrots-nectarine
carpentry-carrots,pod,0.005534525867896267,0.0052631580158913555,carrots-nectarine
carpentry-nectarine,pod,0.005072115480265588,0.005263157828794168,carrots-nectarine
clapping-freeze,pod,0.005112981141995831,0.005263157845671862,carrots-nectarine
clapping-ant,pod,0.005261975653753113,0.0052631579050969116,carrots-nectarine
clapping-secretary,pod,0.0051017881894461015,0.005263157835589687,carrots-nectarine
clapping-sour,pod,0.00520538804207264,0.005263157884881869,carrots-nectarine
clapping-carrots,pod,0.005699730414001348,0.005263158094339008,carrots-nectarine
clapping-nectarine,pod,0.005184481825003245,0.005263157884147533,carrots-nectarine
freeze-ant,pod,0.005271586267275913,0.005263157898795032,carrots-nectarine
freeze-secretary,pod,0.005110117577628523,0.005263157829090443,carrots-nectarine
freeze-sour,pod,0.0052145424888837555,0.005263157877989168,carrots-nectarine
freeze-carrots,pod,0.005712996600909567,0.005263158089172129,carrots-nectarine
freeze-nectarine,pod,0.005193468721006432,0.005263157877588283,carrots-nectarine
ant-secretary,pod,0.005258706748566412,0.005263157887737775,carrots-nectarine
ant-sour,pod,0.005378041752697384,0.005263157943830629,carrots-nectarine
ant-carrots,pod,0.005951191236708428,0.005263158186689405,carrots-nectarine
ant-nectarine,pod,0.005353937805780886,0.005263157941843581,carrots-nectarine
secretary-sour,pod,0.005202274153874026,0.005263157868232081,carrots-nectarine
secretary-carrots,pod,0.005695219633152406,0.005263158076941314,carrots-nectarine
secretary-nectarine,pod,0.005181424877661453,0.005263157867608765,carrots-nectarine
sour-carrots,pod,0.0058603858456851956,0.005263158148604035,carrots-nectarine
sour-nectarine,pod,0.005292959972844102,0.005263157915393393,carrots-nectarine
carrots-nectarine,pod,0.005826942938073815,0.005263158142023074,carrots-nectarine
belonging-metric,adolescent,0.00481650411770465,0.005263157849752604,teenager-youthful
belonging-chivalrous,adolescent,0.004845498963358806,0.005263157863516182,teenager-youthful
belonging-royalty,adolescent,0.004830812334431141,0.005263157854809284,teenager-youthful
belonging-shingles,adolescent,0.004900819490344133,0.005263157848656579,teenager-youthful
belonging-invisible,adolescent,0.004876100240705484,0.005263157857844403,teenager-youthful
belonging-imagine,adolescent,0.004905233471631753,0.005263157868285635,teenager-youthful
belonging-nudity,adolescent,0.004904754077188905,0.005263157841003686,teenager-youthful
belonging-frustrated,adolescent,0.004858040853749023,0.005263157853913533,teenager-youthful
belonging-wispy,adolescent,0.004891210716905563,0.005263157851045725,teenager-youthful
belonging-wife,adolescent,0.004875231622194149,0.005263157829027317,teenager-youthful
belonging-riding,adolescent,0.004852470075549109,0.0052631579428322394,teenager-youthful
belonging-treble,adolescent,0.004872240712891963,0.005263157860020429,teenager-youthful
belonging-demolish,adolescent,0.004834484201030114,0.0052631578430309125,teenager-youthful
belonging-declare,adolescent,0.00484598931765696,0.005263157848120282,teenager-youthful
belonging-generally,adolescent,0.00484113776230782,0.00526315785354018,teenager-youthful
belonging-penny,adolescent,0.004875440276234844,0.005263157835646968,teenager-youthful
belonging-tot,adolescent,0.005622701760485324,0.005263157936235669,teenager-youthful
belonging-teenager,adolescent,0.006123727479827582,0.0052631579225181505,teenager-youthful
belonging-youthful,adolescent,0.006045690834115075,0.005263157994292149,teenager-youthful
metric-chivalrous,adolescent,0.004840688043286684,0.005263157866906618,teenager-youthful
metric-royalty,adolescent,0.004826073536243204,0.005263157857997916,teenager-youthful
metric-shingles,adolescent,0.004895735349243336,0.005263157852454039,teenager-youthful
metric-invisible,adolescent,0.0048711384881005015,0.0052631578612106315,teenager-youthful
metric-imagine,adolescent,0.004900127424941013,0.005263157871485839,teenager-youthful
metric-nudity,adolescent,0.004899650410375926,0.0052631578449284485,teenager-youthful
metric-frustrated,adolescent,0.004853168206251482,0.005263157857353092,teenager-youthful
metric-wispy,adolescent,0.004886174208227803,0.005263157854297889,teenager-youthful
metric-wife,adolescent,0.004870274161349336,0.005263157834821309,teenager-youthful
metric-riding,adolescent,0.004847624861393038,0.005263157944090754,teenager-youthful
metric-treble,adolescent,0.004867298025213476,0.0052631578628895455,teenager-youthful
metric-demolish,adolescent,0.004829727387683328,0.00526315784672066,teenager-youthful
metric-declare,adolescent,0.004841175986589116,0.005263157851816659,teenager-youthful
metric-generally,adolescent,0.004836348277046574,0.005263157856849156,teenager-youthful
metric-penny,adolescent,0.00487048178450576,0.00526315783977875,teenager-youthful
metric-tot,adolescent,0.005613838115204329,0.005263157938030543,teenager-youthful
metric-teenager,adolescent,0.006112024543963764,0.005263157924589483,teenager-youthful
metric-youthful,adolescent,0.006034441000092448,0.005263157994845042,teenager-youthful
chivalrous-royalty,adolescent,0.0048553602390005056,0.005263157871584954,teenager-youthful
chivalrous-shingles,adolescent,0.00492716092997556,0.005263157866431197,teenager-youthful
chivalrous-invisible,adolescent,0.004901805998594831,0.005263157875243407,teenager-youthful
chivalrous-imagine,adolescent,0.004931688694832072,0.005263157886457116,teenager-youthful
chivalrous-nudity,adolescent,0.0049311969385617705,0.005263157858424439,teenager-youthful
chivalrous-frustrated,adolescent,0.004883283842768968,0.005263157871314544,teenager-youthful
chivalrous-wispy,adolescent,0.004917304747798912,0.005263157868504298,teenager-youthful
chivalrous-wife,adolescent,0.004900915089977922,0.0052631578470545585,teenager-youthful
chivalrous-riding,adolescent,0.004877570595901768,0.005263157961267428,teenager-youthful
chivalrous-treble,adolescent,0.0048978474539134505,0.005263157877758703,teenager-youthful
chivalrous-demolish,adolescent,0.004859125654471522,0.005263157860111187,teenager-youthful
chivalrous-declare,adolescent,0.004870924264692377,0.005263157865600134,teenager-youthful
chivalrous-generally,adolescent,0.0048659488776188016,0.005263157870593172,teenager-youthful
chivalrous-penny,adolescent,0.004901129098112882,0.005263157853763653,teenager-youthful
chivalrous-tot,adolescent,0.005668701713462913,0.005263157955985183,teenager-youthful
chivalrous-teenager,adolescent,0.006184525463298357,0.005263157941864734,teenager-youthful
chivalrous-youthful,adolescent,0.0061041258203639835,0.005263158015457844,teenager-youthful
royalty-shingles,adolescent,0.004911241514015639,0.005263157857670837,teenager-youthful
royalty-invisible,adolescent,0.004886271071390995,0.005263157866509805,teenager-youthful
royalty-imagine,adolescent,0.004915700456145975,0.0052631578770387915,teenager-youthful
royalty-nudity,adolescent,0.004915216177026321,0.005263157850090559,teenager-youthful
royalty-frustrated,adolescent,0.004868028810869692,0.005263157862561747,teenager-youthful
royalty-wispy,adolescent,0.004901534977217596,0.005263157859640224,teenager-youthful
royalty-wife,adolescent,0.0048853936445966695,0.005263157839506351,teenager-youthful
royalty-riding,adolescent,0.004862401731590154,0.005263157950752304,teenager-youthful
royalty-treble,adolescent,0.004882372415397314,0.005263157868515062,teenager-youthful
royalty-demolish,adolescent,0.004844234437587381,0.0052631578517040225,teenager-youthful
royalty-declare,adolescent,0.004855855541257939,0.005263157856687452,teenager-youthful
royalty-generally,adolescent,0.004850955048634184,0.005263157861961932,teenager-youthful
royalty-penny,adolescent,0.004885604414392679,0.005263157843787701,teenager-youthful
royalty-tot,adolescent,0.005640886369304243,0.005263157944698804,teenager-youthful
royalty-teenager,adolescent,0.006147749431518077,0.005263157930966934,teenager-youthful
royalty-youthful,adolescent,0.006068780956909432,0.005263158002379249,teenager-youthful
shingles-invisible,adolescent,0.004960341094442464,0.005263157860615913,teenager-youthful
shingles-imagine,adolescent,0.004991942284326771,0.005263157871396336,teenager-youthful
shingles-nudity,adolescent,0.004991422178442245,0.005263157843551394,teenager-youthful
shingles-frustrated,adolescent,0.004940758103976977,0.005263157856282828,teenager-youthful
shingles-wispy,adolescent,0.00497673006939757,0.00526315785338658,teenager-youthful
shingles-wife,adolescent,0.004959399083944574,0.005263157833318569,teenager-youthful
shingles-riding,adolescent,0.004934718309819314,0.005263157945662815,teenager-youthful
shingles-treble,adolescent,0.004956155549276358,0.005263157862703825,teenager-youthful
shingles-demolish,adolescent,0.004915221295487261,0.005263157845397092,teenager-youthful
shingles-declare,adolescent,0.004927692499388141,0.005263157851193553,teenager-youthful
shingles-generally,adolescent,0.004922433318985841,0.005263157856223614,teenager-youthful
shingles-penny,adolescent,0.004959625366731698,0.005263157839133874,teenager-youthful
